src_origin_id,dst_origin_id,edge_type
54731336,45048726,2
92622155,78221493,4
47023310,14279641,5
64586191,80991537,3
17970594,91919535,5
33717534,46267719,4
44262399,1393508,1
93219141,64329803,4
61430358,31412477,3
13415575,29044076,0
78678104,77750594,2
43221466,2565121,5
90723088,83864688,1
59863204,46339401,3
89352554,56701536,2
93640916,73223729,5
20168133,55076502,1
44077203,63117917,1
10663945,16434318,5
97487491,87888340,1
81508752,2402225,2
34447047,86864896,1
40111311,39923474,2
24145916,77177964,5
4634277,62519249,2
39794651,29306939,5
19584170,67025723,5
18508282,84165555,5
65531791,32889148,4
44382541,99490522,2
74094009,92572596,5
44558544,77736526,2
94864427,77177964,4
56500809,50779938,4
68226701,45469648,3
29109785,80991537,3
22177621,35852332,2
12221428,45515442,2
80600630,50412499,1
75321718,59358895,4
75096862,55991848,1
83379635,44077203,4
66765332,2565121,0
27982545,2274258,1
42590647,31818252,0
18491106,15898422,5
14604174,42892472,0
86864896,83169610,2
70771007,8682289,0
44647873,52895620,1
27169851,99351701,1
27573800,58823943,3
66669340,62871650,5
83260554,4654643,0
57176621,63192423,3
81508752,83367715,0
61212969,67025723,2
39017517,75751217,0
78221493,25811340,0
15264661,54068207,2
44965299,21742096,4
3187806,61279292,0
28882537,13742569,5
66228077,56329333,5
91299650,86669681,2
73422070,59792418,2
55076502,75720205,0
64329803,3654497,3
77863604,18491106,2
6815580,90089775,0
13035801,17120557,2
79830097,12556823,3
29388081,26957315,1
16768915,87379910,0
39568798,90684771,0
54961898,3459327,0
20168133,27169851,3
61430358,44969603,2
99324287,13425268,5
50412499,29044076,4
77321038,44143753,2
24046999,10822241,2
73422070,15287134,4
55048310,38448853,5
99561893,91919535,4
47547033,62115978,3
95175718,36348124,4
19237518,41483326,1
37860752,6678957,3
98189177,94537532,0
44077203,40033834,1
65630506,30255613,2
17226068,93646093,5
87888340,55711502,2
18749374,64436135,1
62313511,49819246,3
29306939,19294395,4
56701536,24847897,3
80600630,3791723,0
77750594,84711266,4
87379910,77574123,5
76113830,37273305,0
58414935,55386508,2
12028460,40448162,5
36416673,83547553,0
48822882,65687923,2
59792418,98339244,3
3981186,77321038,2
40111311,51977774,4
73223729,18972930,2
71751655,55141782,1
71304391,59792418,0
98267514,71564157,1
61247546,76125443,5
55288450,71914041,3
49059804,18161028,0
46722099,37461538,1
31294662,60766670,3
50560775,14359601,4
94250327,82310849,2
58414935,33942011,4
12556823,54237624,0
83889885,1076806,2
29044076,51287183,1
22650844,62767829,3
93792974,8255706,3
79564481,32889148,5
68528226,4654643,5
58180549,30168671,5
71914041,79564481,5
54729795,44647873,3
28298312,13280405,1
43558183,94627612,2
19235679,62519249,0
27008796,55561308,5
96689382,61460582,2
73980189,27865673,0
10932084,7979347,4
28551108,11761512,0
79771027,3327035,5
30157383,58313145,4
77052093,93873128,5
78622715,61516380,4
71532499,76131124,5
19192029,81347992,0
82936433,89352554,1
7391595,23214711,5
49060976,16922964,4
10932084,78562346,4
49060976,81508752,3
90222740,80304835,0
38745853,19760176,4
53095236,68295108,3
72003118,97487491,0
56932773,78948225,3
51287183,75793687,4
61465596,96585196,1
41483326,99452107,5
24236671,75720205,3
63247299,5880758,1
32838327,38657688,0
99288844,89339950,2
17120557,61065067,5
66482243,29110403,0
84320039,62966789,5
19232758,92720901,4
70208801,71447024,4
46713421,25733402,3
52895620,25785668,0
29541773,26852892,1
39568798,96916009,5
77630927,12784688,2
55076502,9247531,4
35251818,62680924,5
68510850,49715501,1
65630506,24250972,5
93267505,52943905,0
76586924,32347218,4
17517438,90704448,3
56613159,98450014,1
18508282,27897572,3
44507497,88801515,3
2257967,40314607,1
77736526,16323771,0
46339401,29110403,2
46840802,1804769,3
17517438,30149684,5
66934837,21742096,0
62519249,17256350,1
78940178,58933773,1
57593046,99324287,0
5694473,30168671,5
78940178,75919659,0
42231365,5015485,1
97892212,60211268,4
10822241,59358895,1
49374432,17890565,5
72550375,41969666,3
1796408,12556823,1
51024710,78522656,3
19314948,81347992,0
39690660,61247546,4
4654643,75481694,1
34997044,99472823,3
27909594,31597987,5
68886572,30206100,4
78522656,38030200,4
68676115,14722826,3
81347992,62232737,0
98547267,90684771,0
11935584,44335814,3
65030190,21341128,1
45950106,84437985,3
54237624,83485190,0
73187093,68320828,1
99810256,80134473,0
55728588,96585196,4
83288209,2712318,5
53911919,77750594,5
99002727,42590647,3
15675730,26399400,1
58180549,86342058,1
46339401,55076502,2
54731336,68562456,0
32347218,64069484,2
43905762,23439745,3
12221428,80422807,4
80455379,25608298,0
15272085,25785668,0
54237624,17375410,0
42309795,15074364,0
90803846,75190723,0
86112842,48450404,0
35391164,28237418,2
87526478,39017517,1
55883576,60481294,1
61460582,27840801,0
54731336,37879564,4
29381022,29465404,4
55814795,73422070,5
17256350,89325344,4
90440016,87321947,4
4562985,18170488,2
78522656,97140311,2
93640916,19232758,5
37776583,20005602,2
58067253,27982545,4
42748237,90803846,5
68226701,79771027,5
25785668,10638601,4
80134473,62749025,0
62749025,28891126,5
55743246,39017517,5
13280405,84165555,1
56219735,90089775,4
73223729,84598553,1
99490522,82787131,3
73185745,23319944,3
98496126,49322560,4
44396368,37273305,2
5388747,12375761,3
22177621,14977443,0
11761512,39568798,2
66099733,89339950,2
80991537,1291867,5
5880758,38030200,0
45680429,96585196,3
13128935,37273305,2
80600630,18952951,4
67973560,20230309,2
75919659,80921484,2
43221466,16434318,4
79564481,8120820,3
55711502,50423343,3
55561308,22177621,3
75423019,54731336,0
60494009,45484100,1
84437985,98496126,2
31733193,23319944,1
45048726,28551108,2
56701536,3459327,2
98450014,85916289,1
30324773,23287326,3
86157598,40448162,5
55991848,50301001,2
71258874,14493455,3
96348410,59492776,5
11423942,17496087,1
7133482,76642175,3
62232737,39794651,1
29388081,94537532,3
33942011,44396368,4
58067253,96348410,2
17256350,10799757,5
84598553,47241063,0
45358004,85399399,2
75751217,54244708,3
25978924,90701466,1
81512426,65433592,2
82070785,64993804,0
34521014,79564481,4
70840601,93296587,5
80438248,77321038,5
99984451,7940673,1
67784473,17774945,3
3872231,28882537,3
77756657,71655000,3
91573024,92283697,4
98450842,43103461,4
29541773,52943905,3
14893179,67810617,2
54424814,68320828,5
33829149,19584170,3
8855175,83288209,5
19584170,79772107,3
93014269,28751123,1
44396368,32986781,3
81512426,66482243,2
57911977,4472352,5
79772107,20230309,2
61065067,91899040,1
17774945,93099157,1
80600630,58032277,4
96348410,7317559,5
76986188,4562985,0
47202188,17256350,2
5694473,10150297,4
89585994,52943905,3
98484780,53741341,3
27727650,36514086,0
13128935,89188494,2
68510850,51573998,1
15074364,67810617,1
26568069,46014764,3
99002727,3327035,3
3531271,26729144,5
26914101,26399400,5
18161028,85585709,0
34873668,29465404,3
1291867,76266002,0
30206100,94250327,1
60478215,47298557,1
33931990,12952157,3
73187093,42004549,5
40314607,55991848,0
93099157,17890565,2
97984602,71622881,2
42590647,67025723,3
2514303,15578836,3
81758915,58951273,5
79242099,47805856,0
40247309,84165555,5
72552815,57828040,4
60478215,62767829,4
61184340,15584802,0
86699453,12221428,5
51287183,94764184,3
96878561,86342058,0
5388747,46418553,5
76986188,99810256,1
86342058,78522656,1
69273852,51024710,1
81758915,15287134,0
75321718,28336299,0
61184340,7013194,1
33825812,12028460,0
84878014,14359601,3
47130048,53911919,0
28336299,32889148,4
66765332,65433592,1
31597987,89188494,2
78522656,7940673,1
55386508,49135223,1
50560775,77275848,1
88380533,57122814,3
65914000,99984451,4
21038160,11761512,3
75648917,51697995,0
56932773,99640625,3
94764184,23095311,1
89339950,64586191,3
11941846,22615788,0
15287134,48450404,3
3327035,66934837,2
52582875,87888340,5
5656821,18470473,2
11941846,44969603,2
51888626,6356917,2
8334354,64479862,3
5656821,55743246,3
62680924,20168133,2
44085917,58313145,5
67973560,57122814,0
83288209,48458965,4
62313511,11941846,5
7601133,83267934,0
55883576,37234460,1
28298312,20005602,3
80473651,99472823,1
60211268,26852892,0
68886572,46267719,1
82070785,12028460,0
26135697,29388081,3
81181126,58176601,2
10440956,15272085,5
90762994,32986781,3
45469648,56219735,0
46704517,24236671,3
51976280,13425268,1
93873128,76602949,1
80422807,80536538,1
95247461,35897074,5
21038160,6815580,5
55883576,80600630,5
63192423,45484100,1
26877641,49159121,3
27008796,35075232,2
82936433,54966505,2
17120557,89325344,0
35251818,32986781,0
14597483,16448739,1
46339401,18972930,1
76266002,97472775,5
68676115,24010100,5
48572474,48051065,2
3327035,58424890,2
73299029,20863464,2
91858509,17120557,3
3058588,61430358,0
80455379,35975465,2
85791733,47241063,4
11415711,90222740,5
56613159,45443657,0
27982545,45680429,3
65030190,41419849,4
26942284,42231369,1
46713421,47547033,5
32889148,83806370,3
44335814,44262399,2
69638543,50784580,0
48822882,33890429,3
61184340,61212969,0
86864896,96162211,2
86864896,14528610,2
44382541,54966505,4
58746255,46339401,1
76586924,91801972,3
17226068,1276415,5
90222740,4249308,3
15074364,62749025,1
84878014,51024710,5
99002727,57122814,1
28085521,90701466,0
29044076,29541773,3
40314607,25785668,5
87526478,7601133,4
83798729,31818252,4
24010100,33848776,3
12069488,66694777,1
46890235,72442273,1
74094009,82070785,3
62767829,33848776,5
58424890,78413931,3
36413607,78221493,4
33825812,36778760,5
30179201,16922964,5
78739582,77548590,2
68245633,47241063,4
81780015,93099157,0
89172824,73980189,4
47130048,90762994,5
40448162,58985501,5
27897572,42479889,4
2058885,20168133,4
38657688,29044076,3
5071981,79242099,3
49587792,67399732,0
68510850,77275848,5
85399399,29306939,2
37776583,23287326,3
94627612,79390312,1
61340927,66873273,0
77750594,50707133,1
29306939,65531791,2
29019934,89585994,3
64069484,80600630,5
42783434,99002727,3
62115978,1796408,5
28183051,50987283,1
67009141,65570292,4
44077203,43103461,1
3327035,89339950,0
1887748,82310849,0
34276120,65369382,2
94864427,76125443,1
11226735,32889148,1
21461834,30951634,0
49135223,86629714,1
60478215,58032277,5
82310849,55991848,5
19581877,58180549,3
76835440,44262399,0
63247299,61958107,1
81512426,28751123,4
42806216,43036231,4
25671112,6815580,0
11423942,52628152,2
15272085,25608298,1
36939955,28918808,2
49587792,81347992,2
44647873,27727650,4
13793363,68191948,4
99561893,7979347,5
75793687,93411904,0
74094009,73707545,2
42838760,58823943,5
62313511,64586191,5
71564157,47023310,5
29044076,35285498,2
6964218,38279288,4
30505086,53911919,1
51573998,32889148,5
49819246,54131509,4
7778436,80600630,1
87526478,50784580,5
95523584,99288844,2
42838760,18725113,3
85350515,71532499,4
65539387,69711230,4
96932440,38030200,3
78221493,14279641,5
25608298,63965314,0
39001507,22650844,0
90132645,10309049,4
94000455,54068207,2
13415575,47023310,4
30375856,48051065,2
20019350,17517438,4
91801972,32051222,0
35251818,82642047,0
91858509,87973174,2
20019350,23287326,1
51977774,64069484,5
34521014,77863604,3
4744755,68191948,1
99351701,94537532,5
89172824,14977443,3
76069253,94000455,0
54131509,6608061,5
82051728,55814795,4
32838327,60481294,1
19584170,49715501,3
52895620,75720205,5
24763263,66765332,0
38657688,77052093,0
35430963,61065067,1
91858509,97979266,3
70208801,55743246,0
20230309,71751655,2
83864688,64479862,4
97487491,55743246,0
93873128,2996109,0
61516380,57828040,4
44969603,58316486,0
13218527,11226735,2
55728588,77630927,0
10440956,91899040,4
83768918,18327243,4
2122815,28551108,1
99984451,17970594,5
42004549,92515641,1
14776143,78221493,3
28891126,93296587,3
12784688,42783434,5
72888285,35251818,0
89188494,58746255,5
35852332,35430963,4
15584802,20168133,3
83267934,6201928,2
62650848,4654643,4
63117917,58519493,5
70729371,99351701,0
8226770,18508282,5
89565900,38448853,3
45680429,70208801,3
40788093,14359601,1
54068207,7596840,0
82205007,5568148,2
66632684,62650848,0
54237624,41969666,4
78413931,83558474,4
70729371,1887748,2
51338291,30168671,5
61958107,33931990,0
38804264,85399399,3
60481294,70524512,1
45575301,91573024,4
33517270,66482243,4
42077860,45944366,3
43103461,96916009,4
4562985,29388081,1
38279288,43103461,5
52537863,8682289,5
63117917,67810617,0
86342058,44335814,2
76642175,4043214,1
54642661,86629714,5
60211268,4093804,1
72383338,42701979,4
42077860,82051728,4
60226764,65914000,4
13128935,5388747,5
94627612,48688196,2
44262399,99785037,1
18457885,96585196,1
77750594,2257967,0
46339401,3053728,3
47130048,30938831,4
68942466,91299650,1
78221493,2853282,1
12375761,60763683,2
47257257,61212969,5
72550375,81780015,0
20005602,6964218,3
86157598,77574123,3
47577807,41834084,3
99561893,77436730,2
77750594,42231365,5
93368543,8855175,0
55728588,4744755,4
42838760,28891126,2
76172196,38448853,2
5284453,86157598,3
62115978,23095311,0
5015485,49322560,4
86629714,56329333,0
13415575,78739582,1
21038160,33829149,5
94864427,92283697,0
28183051,21079868,1
82070785,99045400,1
27169851,99785037,0
80455379,52913290,2
27169851,91919535,0
50412499,87355553,4
79771027,21341128,4
8226770,84320039,1
97892212,10838698,1
54961898,46890235,3
66679054,84878014,3
92564608,96371570,5
34750393,22850883,5
25733402,45944366,5
54961898,5284453,2
78522656,49402718,5
56329333,11935584,1
93099157,46267719,4
20786328,77791826,0
43661986,83798729,3
35900077,23439745,0
44396368,64993804,2
75182365,19232758,4
78562346,10150297,3
10309049,71622881,0
72145844,34210503,5
9247531,6608061,3
90440016,47954391,2
60766670,68510850,3
83749461,56932773,3
38030200,91532142,5
10440956,56361463,2
73185745,7013194,3
69711230,76602949,5
82205007,81091385,0
76986188,59209299,4
15578836,91013420,1
20168133,8226770,5
55930667,61460582,2
48572474,82051728,5
34276120,10799757,1
42991308,93940925,2
65412305,93099157,1
63192423,68320828,0
73223729,39794651,2
14977443,46684346,1
49017388,27909594,5
58176601,3065651,3
33747135,28085521,5
94627612,14604174,5
11423942,44085917,0
23214711,19208829,0
87973174,83806370,4
66679054,46684346,4
68295108,11423942,3
28085521,68295108,1
71751655,66765332,3
11935584,13218527,5
66934837,8855175,2
6269697,84320039,2
50423343,29549664,1
19208829,28336299,1
55404005,90291578,3
60647703,31412477,3
43661986,9247531,0
58414935,58985501,0
86931229,45515442,3
52029429,74518687,2
46840802,94000455,3
24324371,5094437,1
93873128,83547553,5
54327245,15898422,0
47130048,1957344,1
28708294,89352554,4
16580909,2257967,0
30157383,7778436,3
91858509,38279288,4
79771027,27169851,1
24763263,90803846,4
18327243,47547033,0
72383338,67810617,4
73486837,83889885,2
84878014,56361463,2
98189177,66934837,2
37273305,37460950,2
46373459,75190723,3
62272231,92622155,0
43905762,47130048,2
31733193,63192423,4
8255706,25671112,3
29044076,80304835,5
83379635,64436135,1
68295108,87973174,3
26877641,95168784,0
50301001,30206100,2
5388747,54731336,2
31228989,44965299,0
73707545,94924520,4
42077860,14722826,2
30206100,55076502,1
15183179,99472823,3
93014269,70729371,2
3053728,81606214,5
7816940,70729371,4
77490236,41419849,4
17120557,88741593,3
3065651,3327035,5
86699453,49135223,5
77863604,49059804,0
54642661,65555504,4
5880758,66632684,1
51024710,89565900,4
80536538,5284453,5
66632743,42231369,3
45443657,60478215,4
54131509,61516380,1
5015485,20019350,0
37776583,72700422,5
86629714,28918808,4
6356917,16448739,0
27008796,49715501,4
62272231,38266828,3
47805856,96585196,0
50784580,95351760,4
54068207,26877641,2
12651396,78413931,5
81091385,42783434,2
64436135,7778436,5
6269697,96162211,0
62650848,32889148,5
1276415,65539387,4
2274258,94924520,4
24145916,80422807,3
58313145,15287134,3
12912837,70729371,2
16922964,10440956,2
35430963,74412144,5
21038160,55743246,0
46713421,26729144,2
81606214,42004634,0
87355553,6608061,0
82205007,52451126,3
68886572,5178354,2
62232737,91573024,3
42309795,86699453,1
12556823,5572633,2
42077860,50301001,2
13035801,77750594,4
87526478,64979475,4
20019350,29653903,1
80991537,24847897,2
65570292,36416673,3
80221730,25785668,1
38657688,87355553,5
22177621,49841441,5
60478215,62650848,2
48572474,54961898,1
75793687,14186362,4
72888285,53741341,0
10663945,67162304,1
22850883,58176601,1
40417597,67784473,3
29168827,62749025,2
38448853,73187093,2
33825812,70840601,4
90762994,73980189,2
58067253,39690660,2
83768918,41834084,4
24513235,39017517,2
99351701,68295108,4
68320828,83864688,5
57911977,36778760,3
49819246,27897572,2
61247546,1796408,4
91532142,31818252,0
22850883,35285498,2
70729371,51888626,0
62749025,67025723,2
3442471,62519249,2
42077860,92622155,4
46267719,45358004,2
45950106,99561893,2
38657688,43558183,3
99984451,47130048,3
95168784,52913290,2
83864688,5880758,0
99984451,3678146,4
58155029,35391164,5
28237418,68320828,3
86788925,54424814,0
71564157,96916009,3
35900077,40123311,1
93873128,54237624,4
63965314,77574123,2
36882954,26568069,3
22850883,19294395,4
77490236,67162304,5
47241063,48292069,1
91299650,31412477,1
96162211,33747135,0
46722099,87379910,0
61647480,38362203,1
61516380,40123311,4
83889885,37776583,2
99984451,83267934,2
84598553,56395477,3
52582875,54372141,5
17226068,77177964,3
65369382,39794651,0
64586191,98450014,1
32785159,58519493,1
36348124,84320039,4
4923201,19760176,3
76573832,40788093,0
73185745,40448162,2
96585196,93411904,4
50591062,39017517,1
22685140,78916755,3
44507497,3187806,2
43905762,18508282,4
4634277,91517541,5
56145221,82787131,2
97472775,29044076,1
66694777,61168239,1
93792974,23319944,3
92622155,94398257,5
81606214,17337074,2
51977774,13035801,1
86931229,1957344,2
25754744,56145221,2
42590647,81780015,1
44326929,97892212,2
88801515,14722826,4
58155029,15272085,0
39794651,10663945,0
17970594,83367715,4
4744755,59209299,1
89339950,39794651,1
