,graph_id,id,node_label_0,node_label_1
577,00,0577,1,0
578,00,0578,1,0
579,00,0579,1,0
580,00,0580,0,1
581,00,0581,1,1
582,00,0582,0,1
583,00,0583,0,0
584,00,0584,0,0
585,00,0585,1,0
586,00,0586,1,1
587,00,0587,0,0
588,00,0588,0,1
589,00,0589,0,1
590,00,0590,1,1
591,00,0591,1,0
592,00,0592,1,0
593,00,0593,1,0
594,00,0594,1,0
595,00,0595,1,0
596,00,0596,0,0
597,00,0597,0,1
598,00,0598,1,1
599,00,0599,0,0
600,00,0600,0,1
601,00,0601,1,0
602,00,0602,1,1
603,00,0603,1,0
604,00,0604,1,1
605,00,0605,1,1
606,00,0606,1,1
607,00,0607,1,1
608,00,0608,0,0
609,00,0609,0,1
610,00,0610,1,0
611,00,0611,0,0
612,00,0612,1,0
613,00,0613,0,0
614,00,0614,1,1
615,00,0615,0,0
616,00,0616,1,1
617,00,0617,0,1
618,00,0618,1,1
619,00,0619,0,1
620,00,0620,1,1
621,00,0621,1,0
622,00,0622,0,1
623,00,0623,1,1
624,00,0624,1,1
625,00,0625,0,0
626,00,0626,0,1
627,00,0627,0,0
628,00,0628,1,1
629,00,0629,0,0
630,00,0630,0,1
631,00,0631,1,0
632,00,0632,0,0
633,00,0633,1,0
634,00,0634,0,1
635,00,0635,1,1
636,00,0636,1,1
637,00,0637,1,1
638,00,0638,0,1
639,00,0639,0,0
640,00,0640,0,0
641,00,0641,1,0
642,00,0642,0,1
643,00,0643,1,1
644,00,0644,1,0
645,00,0645,0,1
646,00,0646,0,0
647,00,0647,1,0
648,00,0648,0,1
649,00,0649,0,1
650,00,0650,0,0
651,00,0651,0,1
652,00,0652,1,0
653,00,0653,1,1
654,00,0654,0,1
655,00,0655,1,1
656,00,0656,0,0
657,00,0657,0,1
658,00,0658,0,1
659,00,0659,1,1
660,00,0660,1,1
661,00,0661,0,0
662,00,0662,1,1
663,00,0663,1,1
664,00,0664,1,0
665,00,0665,0,1
666,00,0666,0,1
667,00,0667,0,1
668,00,0668,0,1
669,00,0669,0,0
670,00,0670,1,1
671,00,0671,0,0
672,00,0672,0,1
673,00,0673,0,0
674,00,0674,1,1
675,00,0675,1,0
676,00,0676,0,0
677,00,0677,0,0
678,00,0678,1,1
679,00,0679,1,1
680,00,0680,1,1
681,00,0681,1,1
682,00,0682,1,1
683,00,0683,1,1
684,00,0684,1,0
685,00,0685,0,1
686,00,0686,1,1
687,00,0687,0,1
688,00,0688,1,1
689,00,0689,1,0
690,00,0690,0,0
691,00,0691,1,0
692,00,0692,1,1
693,00,0693,0,0
694,00,0694,1,1
695,00,0695,1,1
696,00,0696,0,0
697,00,0697,0,0
698,00,0698,0,1
699,00,0699,0,0
700,00,0700,1,0
701,00,0701,1,1
702,00,0702,1,1
703,00,0703,0,0
704,00,0704,1,0
705,00,0705,1,0
706,00,0706,0,1
707,00,0707,0,0
708,00,0708,1,1
709,00,0709,0,1
710,00,0710,1,0
711,00,0711,0,1
712,00,0712,1,1
713,00,0713,0,1
714,00,0714,0,1
715,00,0715,1,0
716,00,0716,1,1
717,00,0717,0,1
718,00,0718,0,0
719,00,0719,1,0
720,00,0720,0,0
721,00,0721,1,1
722,00,0722,0,0
723,00,0723,0,0
724,00,0724,0,0
725,00,0725,0,1
726,00,0726,1,0
727,00,0727,0,1
728,00,0728,0,0
729,00,0729,0,0
730,00,0730,1,0
731,00,0731,0,0
732,00,0732,0,1
733,00,0733,1,1
734,00,0734,1,0
735,00,0735,0,1
736,00,0736,0,0
737,00,0737,1,1
738,00,0738,0,1
739,00,0739,0,1
740,00,0740,1,1
741,00,0741,1,1
742,00,0742,1,0
743,00,0743,1,1
744,00,0744,0,1
745,00,0745,1,1
746,00,0746,0,0
747,00,0747,1,0
748,00,0748,0,1
749,00,0749,0,1
750,00,0750,0,0
751,00,0751,0,1
752,00,0752,1,0
753,00,0753,1,0
754,00,0754,1,1
755,00,0755,0,1
756,00,0756,1,0
757,00,0757,1,1
758,00,0758,1,0
759,00,0759,0,0
760,00,0760,0,1
761,00,0761,1,1
762,00,0762,1,0
763,00,0763,1,0
764,00,0764,0,1
765,00,0765,0,0
766,00,0766,0,1
767,00,0767,1,0
768,00,0768,1,0
769,00,0769,1,0
770,00,0770,1,0
771,00,0771,1,0
772,00,0772,1,1
773,00,0773,0,1
774,00,0774,1,0
775,00,0775,0,0
776,00,0776,0,0
777,00,0777,0,1
778,00,0778,1,0
779,00,0779,1,0
780,00,0780,1,0
781,00,0781,0,1
782,00,0782,1,0
783,00,0783,0,1
784,00,0784,1,1
785,00,0785,1,0
786,00,0786,1,0
787,00,0787,1,0
788,00,0788,0,0
789,00,0789,0,1
790,00,0790,0,0
791,00,0791,1,1
792,00,0792,1,0
793,00,0793,0,0
794,00,0794,1,0
795,00,0795,1,0
796,00,0796,1,1
797,00,0797,1,0
798,00,0798,0,0
799,00,0799,0,0
800,00,0800,1,1
801,00,0801,1,1
802,00,0802,1,1
803,00,0803,0,0
804,00,0804,0,1
805,00,0805,0,1
806,00,0806,1,0
807,00,0807,1,1
808,00,0808,1,1
809,00,0809,1,1
810,00,0810,0,0
811,00,0811,0,0
812,00,0812,0,1
813,00,0813,1,0
814,00,0814,1,1
815,00,0815,0,0
816,00,0816,0,1
817,00,0817,1,0
818,00,0818,1,0
819,00,0819,1,0
820,00,0820,0,1
821,00,0821,0,0
822,00,0822,0,1
823,00,0823,1,1
824,00,0824,1,0
825,00,0825,1,0
826,00,0826,0,0
827,00,0827,0,0
828,00,0828,1,1
829,00,0829,1,1
830,00,0830,0,0
831,00,0831,1,1
832,00,0832,0,1
833,00,0833,0,1
834,00,0834,1,0
835,00,0835,0,0
836,00,0836,0,0
837,00,0837,0,1
838,00,0838,0,1
839,00,0839,0,0
840,00,0840,0,0
841,00,0841,0,0
842,00,0842,1,1
843,00,0843,0,0
844,00,0844,1,0
845,00,0845,1,1
846,00,0846,1,1
847,00,0847,0,0
848,00,0848,0,0
849,00,0849,0,0
850,00,0850,1,1
851,00,0851,1,1
852,00,0852,1,0
853,00,0853,1,0
854,00,0854,1,0
855,00,0855,1,0
856,00,0856,1,0
857,00,0857,1,1
858,00,0858,0,0
859,00,0859,0,1
860,00,0860,0,0
861,00,0861,1,0
862,00,0862,0,0
863,00,0863,0,0
864,00,0864,0,0
865,00,0865,1,0
866,00,0866,0,0
867,00,0867,0,1
868,00,0868,0,1
869,00,0869,0,0
870,00,0870,1,1
871,00,0871,1,1
872,00,0872,1,0
873,00,0873,1,1
874,00,0874,0,1
875,00,0875,1,0
876,00,0876,0,1
877,00,0877,0,1
878,00,0878,0,1
879,00,0879,1,1
880,00,0880,1,1
881,00,0881,0,0
882,00,0882,1,0
883,00,0883,1,0
884,00,0884,1,0
885,00,0885,1,1
886,00,0886,0,1
887,00,0887,1,1
888,00,0888,0,0
889,00,0889,1,0
890,00,0890,0,1
891,00,0891,1,1
892,00,0892,1,0
893,00,0893,1,1
894,00,0894,1,0
895,00,0895,0,0
896,00,0896,0,1
897,00,0897,1,0
898,00,0898,0,0
899,00,0899,1,0
900,00,0900,0,1
901,00,0901,1,0
902,00,0902,1,0
903,00,0903,0,1
904,00,0904,0,0
905,00,0905,0,1
906,00,0906,1,0
907,00,0907,1,1
908,00,0908,0,1
909,00,0909,1,1
910,00,0910,1,0
911,00,0911,1,0
912,00,0912,1,0
913,00,0913,0,1
914,00,0914,0,1
915,00,0915,0,0
916,00,0916,0,0
917,00,0917,1,1
918,00,0918,0,1
919,00,0919,1,0
920,00,0920,1,1
921,00,0921,0,1
922,00,0922,1,0
923,00,0923,0,1
924,00,0924,1,1
925,00,0925,1,0
926,00,0926,0,1
927,00,0927,1,1
928,00,0928,1,1
929,00,0929,1,0
930,00,0930,1,0
931,00,0931,0,1
932,00,0932,0,1
933,00,0933,1,0
934,00,0934,0,0
935,00,0935,0,0
936,00,0936,1,1
937,00,0937,0,1
938,00,0938,1,0
939,00,0939,1,0
940,00,0940,0,1
941,00,0941,0,0
942,00,0942,1,0
943,00,0943,0,0
944,00,0944,1,0
945,00,0945,0,1
946,00,0946,1,0
947,00,0947,1,1
948,00,0948,1,1
949,00,0949,0,1
950,00,0950,1,0
951,00,0951,1,1
952,00,0952,0,0
953,00,0953,1,0
954,00,0954,1,0
955,00,0955,1,0
956,00,0956,0,1
957,00,0957,0,1
958,00,0958,1,0
959,00,0959,0,1
960,00,0960,1,1
961,00,0961,1,1
962,00,0962,0,1
963,00,0963,0,0
964,00,0964,0,1
965,00,0965,0,0
966,00,0966,1,0
967,00,0967,1,1
968,00,0968,1,1
969,00,0969,0,0
970,00,0970,1,1
971,00,0971,0,0
972,00,0972,1,1
973,00,0973,0,1
974,00,0974,0,1
975,00,0975,0,1
976,00,0976,1,1
977,00,0977,0,0
978,00,0978,0,0
979,00,0979,0,0
980,00,0980,0,1
981,00,0981,1,0
982,00,0982,0,0
983,00,0983,1,0
984,00,0984,0,0
985,00,0985,1,0
986,00,0986,1,0
987,00,0987,1,0
988,00,0988,0,0
989,00,0989,0,1
990,00,0990,0,0
991,00,0991,1,1
992,00,0992,0,0
993,00,0993,0,0
994,00,0994,1,0
995,00,0995,0,0
996,00,0996,1,1
997,00,0997,1,1
998,00,0998,0,0
999,00,0999,1,1
1000,00,01000,1,1
1001,00,01001,0,1
1002,00,01002,1,0
1003,00,01003,1,1
1004,00,01004,1,1
1005,00,01005,1,1
1006,00,01006,1,1
1007,00,01007,1,0
1008,00,01008,0,1
1009,00,01009,0,1
1010,00,01010,1,1
1011,00,01011,0,0
1012,00,01012,1,0
1013,00,01013,1,0
1014,00,01014,0,1
1015,00,01015,0,0
1016,00,01016,0,1
1017,00,01017,1,0
1018,00,01018,0,0
1019,00,01019,0,1
1020,00,01020,1,1
1021,00,01021,1,0
1022,00,01022,1,0
1023,00,01023,0,1
1024,00,01024,0,1
1025,00,01025,1,0
1026,00,01026,0,0
1027,00,01027,1,1
1028,00,01028,0,1
1029,00,01029,0,0
1030,00,01030,1,1
1031,00,01031,1,0
1032,00,01032,1,0
1033,00,01033,0,0
1034,00,01034,1,1
1035,00,01035,0,0
1036,00,01036,1,0
1037,00,01037,0,1
1038,00,01038,0,0
1039,00,01039,1,0
1040,00,01040,1,0
1041,00,01041,1,0
1042,00,01042,1,1
1043,00,01043,1,0
1044,00,01044,0,0
1045,00,01045,1,0
1046,00,01046,1,1
1047,00,01047,0,0
1048,00,01048,0,1
1049,00,01049,1,0
1050,00,01050,1,0
1051,00,01051,1,1
1052,00,01052,0,0
1053,00,01053,1,1
1054,00,01054,1,0
1055,00,01055,0,0
1056,00,01056,1,1
1057,00,01057,1,0
1058,00,01058,0,0
1059,00,01059,1,0
1060,00,01060,1,0
1061,00,01061,1,1
1062,00,01062,1,1
1063,00,01063,0,1
1064,00,01064,1,1
1065,00,01065,1,0
1066,00,01066,1,0
1067,00,01067,1,0
1068,00,01068,0,1
1069,00,01069,1,0
1070,00,01070,1,1
1071,00,01071,1,1
1072,00,01072,1,0
1073,00,01073,1,1
1074,00,01074,1,0
1075,00,01075,0,1
1076,00,01076,0,0
1077,00,01077,1,0
1078,00,01078,1,1
1079,00,01079,1,1
1080,00,01080,1,0
1081,00,01081,0,0
1082,00,01082,0,1
1083,00,01083,1,0
1084,00,01084,0,0
1085,00,01085,0,0
1086,00,01086,1,0
1087,00,01087,1,1
1088,00,01088,1,1
1089,00,01089,0,0
1090,00,01090,1,1
1091,00,01091,0,0
1092,00,01092,1,0
1093,00,01093,0,1
1094,00,01094,1,1
1095,00,01095,1,1
1096,00,01096,0,0
1097,00,01097,0,1
1098,00,01098,0,1
1099,00,01099,1,0
1100,00,01100,1,1
1101,00,01101,0,0
1102,00,01102,1,1
1103,00,01103,1,1
1104,00,01104,0,1
1105,00,01105,1,1
1106,00,01106,0,1
1107,00,01107,1,1
1108,00,01108,0,0
1109,00,01109,1,0
1110,00,01110,1,1
1111,00,01111,0,1
1112,00,01112,1,1
1113,00,01113,0,0
1114,00,01114,0,1
1115,00,01115,1,0
1116,00,01116,1,1
1117,00,01117,0,0
1118,00,01118,0,1
1119,00,01119,1,1
1120,00,01120,1,1
1121,00,01121,0,0
1122,00,01122,1,1
1123,00,01123,0,1
1124,00,01124,0,0
1125,00,01125,0,0
1126,00,01126,0,1
1127,00,01127,0,0
1128,00,01128,1,1
1129,00,01129,1,1
1130,00,01130,0,1
1131,00,01131,0,1
1132,00,01132,0,0
1133,00,01133,1,1
1134,00,01134,1,0
1135,00,01135,1,0
1136,00,01136,0,1
1137,00,01137,0,0
1138,00,01138,0,1
1139,00,01139,0,0
1140,00,01140,0,1
1141,00,01141,0,1
1142,00,01142,1,0
1143,00,01143,0,1
1144,00,01144,0,0
1145,00,01145,1,1
1146,00,01146,0,0
1147,00,01147,0,0
1148,00,01148,0,0
1149,00,01149,1,1
1150,00,01150,0,0
1151,00,01151,0,1
1152,00,01152,0,0
1153,00,01153,0,0
1154,00,01154,1,1
1155,00,01155,1,1
1156,00,01156,0,1
1157,00,01157,0,1
1158,00,01158,0,0
1159,00,01159,1,0
1160,00,01160,1,0
1161,00,01161,1,0
1162,00,01162,1,1
1163,00,01163,1,0
1164,00,01164,0,0
1165,00,01165,1,1
1166,00,01166,1,1
1167,00,01167,0,0
1168,00,01168,0,0
1169,00,01169,0,1
1170,00,01170,1,0
1171,00,01171,1,1
1172,00,01172,0,0
1173,00,01173,1,1
1174,00,01174,1,0
1175,00,01175,0,0
1176,00,01176,1,1
1177,00,01177,1,1
1178,00,01178,1,1
1179,00,01179,0,0
1180,00,01180,0,0
1181,00,01181,1,1
1182,00,01182,0,1
1183,00,01183,0,1
1184,00,01184,1,0
1185,00,01185,1,0
1186,00,01186,0,1
1187,00,01187,0,0
1188,00,01188,0,1
1189,00,01189,1,0
1190,00,01190,1,0
1191,00,01191,1,1
1192,00,01192,1,0
1193,00,01193,1,0
1194,00,01194,1,1
1195,00,01195,0,0
1196,00,01196,1,1
1197,00,01197,0,1
1198,00,01198,1,1
1199,00,01199,1,1
1200,00,01200,1,1
1201,00,01201,0,0
1202,00,01202,1,1
1203,00,01203,1,0
1204,00,01204,0,0
1205,00,01205,0,1
1206,00,01206,0,0
1207,00,01207,0,0
1208,00,01208,1,0
1209,00,01209,0,0
1210,00,01210,0,1
1211,00,01211,1,0
1212,00,01212,0,1
1213,00,01213,0,0
1214,00,01214,0,1
1215,00,01215,0,0
1216,00,01216,0,0
1217,00,01217,0,1
1218,00,01218,0,1
1219,00,01219,1,0
1220,00,01220,0,0
1221,00,01221,1,0
1222,00,01222,0,0
1223,00,01223,0,1
1224,00,01224,0,1
1225,00,01225,1,0
1226,00,01226,1,0
1227,00,01227,0,1
1228,00,01228,1,1
1229,00,01229,0,0
1230,00,01230,1,0
1231,00,01231,0,0
1232,00,01232,0,0
1233,00,01233,1,1
1234,00,01234,0,0
1235,00,01235,0,1
1236,00,01236,0,0
1237,00,01237,1,1
1238,00,01238,0,0
1239,00,01239,0,1
1240,00,01240,1,1
1241,00,01241,1,1
1242,00,01242,0,0
1243,00,01243,0,0
1244,00,01244,1,1
1245,00,01245,1,1
1246,00,01246,0,1
1247,00,01247,1,0
1248,00,01248,0,1
1249,00,01249,1,0
1250,00,01250,0,1
1251,00,01251,1,1
1252,00,01252,1,0
1253,00,01253,0,1
1254,00,01254,0,0
