,group_id,src_id,dst_id,edge_type
618,0,7363,6577,4
619,0,7806,5351,2
620,0,9004,1950,3
621,0,3806,2511,5
622,0,7227,9103,2
623,0,8175,5297,4
624,0,3985,5,3
625,0,7834,9936,0
626,0,4962,9550,5
627,0,7074,4407,4
628,0,478,100,4
629,0,39,4425,5
630,0,7226,9960,2
631,0,268,1569,1
632,0,9449,923,4
633,0,8171,6581,5
634,0,6717,9814,3
635,0,2754,894,0
636,0,8172,9093,1
637,0,4065,1427,2
638,0,4095,377,1
639,0,1508,6696,0
640,0,6581,8608,3
641,0,2987,5984,1
642,0,9847,9482,2
643,0,788,2929,0
644,0,4265,3385,2
645,0,6161,9622,3
646,0,3303,6707,1
647,0,9921,9266,5
648,0,9039,6349,4
649,0,6284,120,5
650,0,5013,4941,3
651,0,2352,6854,5
652,0,5232,8958,0
653,0,3935,380,1
654,0,1655,2965,2
655,0,7002,4134,3
656,0,7458,9824,0
657,0,8970,4978,2
658,0,735,1903,4
659,0,9407,2238,0
660,0,8717,3745,0
661,0,8908,4586,3
662,0,2570,8696,5
663,0,1457,7723,3
664,0,5918,5227,2
665,0,6985,4527,0
666,0,1974,6897,2
667,0,4026,5195,1
668,0,2214,2304,5
669,0,738,9262,2
670,0,3463,4243,5
671,0,5367,6593,2
672,0,4404,8156,4
673,0,4703,8448,0
674,0,2467,2243,4
675,0,8041,5943,5
676,0,1161,1767,1
677,0,6208,1122,4
678,0,859,8678,0
679,0,3664,5485,0
680,0,8423,4661,3
681,0,7015,1032,0
682,0,4541,8451,0
683,0,9017,2593,1
684,0,9340,3304,0
685,0,5604,7485,2
686,0,7243,8835,5
687,0,717,1365,2
688,0,4962,9241,5
689,0,7829,3083,1
690,0,6662,3653,3
691,0,6596,1152,2
692,0,7874,1364,3
693,0,6265,5938,5
694,0,540,2012,5
695,0,8113,2926,5
696,0,8373,7729,1
697,0,82,9292,0
698,0,923,8855,0
699,0,2663,1050,2
700,0,1521,2071,2
701,0,2086,4264,4
702,0,528,5155,2
703,0,6776,3665,2
704,0,4667,2228,1
705,0,8663,3684,3
706,0,5340,4440,3
707,0,7778,1938,1
708,0,1260,706,4
709,0,9686,4614,3
710,0,6308,9852,3
711,0,2715,6416,0
712,0,5979,1353,3
713,0,8977,9630,5
714,0,9093,2911,1
715,0,4883,7352,2
716,0,8713,260,3
717,0,2912,9090,1
718,0,977,8783,0
719,0,1616,706,5
720,0,3123,3016,5
721,0,8445,2646,1
722,0,6890,200,5
723,0,7044,997,2
724,0,3126,4992,5
725,0,1880,8954,4
726,0,9992,5169,1
727,0,516,9977,5
728,0,9651,8073,3
729,0,3825,8964,2
730,0,1078,9227,5
731,0,2391,8057,1
732,0,3648,883,3
733,0,9261,4652,3
734,0,9128,1753,3
735,0,4527,8421,4
736,0,1840,2802,5
737,0,6448,8305,3
738,0,1392,28,1
739,0,7129,5620,1
740,0,3838,6826,5
741,0,2547,2482,5
742,0,4121,6232,4
743,0,7931,7784,4
744,0,8189,4512,1
745,0,114,5710,5
746,0,2734,1185,5
747,0,9369,8858,3
748,0,1651,1148,3
749,0,7093,7744,5
750,0,8073,3309,3
751,0,1809,1099,2
752,0,3043,5171,2
753,0,8387,9433,3
754,0,8001,5624,0
755,0,4769,6589,2
756,0,9647,8350,1
757,0,8985,8386,5
758,0,5953,937,3
759,0,9910,747,0
760,0,3097,6311,0
761,0,5818,8407,2
762,0,9527,3776,2
763,0,2467,2039,4
764,0,2187,8425,4
765,0,890,9987,1
766,0,789,4781,3
767,0,3484,2946,1
768,0,571,8127,3
769,0,7131,1606,3
770,0,5023,3035,1
771,0,4974,1727,0
772,0,9207,5023,5
773,0,4074,4397,4
774,0,8990,7290,3
775,0,2140,6584,1
776,0,206,8384,3
777,0,3721,988,5
778,0,3269,3755,0
779,0,6866,9615,2
780,0,4889,3568,0
781,0,8902,2275,5
782,0,7614,4415,4
783,0,1979,6466,1
784,0,8339,9537,3
785,0,2683,3261,1
786,0,6612,9537,3
787,0,338,8061,4
788,0,4308,9785,1
789,0,1537,4351,0
790,0,3035,3647,0
791,0,9811,905,4
792,0,7510,3252,1
793,0,6773,7448,4
794,0,8518,8200,1
795,0,4398,5125,2
796,0,1430,7124,0
797,0,8460,2919,0
798,0,6851,7504,3
799,0,4337,1416,3
800,0,1904,1778,2
801,0,849,3746,1
802,0,831,3285,5
803,0,2596,511,5
804,0,1626,4830,2
805,0,8260,326,4
806,0,2641,1488,1
807,0,4448,4078,1
808,0,6956,1764,1
809,0,2750,7325,0
810,0,6684,7534,3
811,0,1518,295,2
812,0,4103,547,1
813,0,1506,1826,1
814,0,3990,7459,0
815,0,7192,1670,4
816,0,5317,405,5
817,0,1399,7381,4
818,0,4792,7320,0
819,0,1717,4490,0
820,0,220,9226,0
821,0,3298,5250,2
822,0,902,2210,4
823,0,1900,2772,0
824,0,7187,4206,0
825,0,6733,1206,5
826,0,7239,4065,2
827,0,5209,7187,2
828,0,375,8026,0
829,0,163,9192,3
830,0,2363,6391,4
831,0,150,2620,0
832,0,5047,6075,2
833,0,6106,8765,3
834,0,543,5108,4
835,0,2316,6417,3
836,0,8834,8847,5
837,0,5608,8733,3
838,0,7667,9988,0
839,0,1262,9593,2
840,0,8675,2011,1
841,0,2211,870,2
842,0,3043,3650,5
843,0,8741,908,4
844,0,9280,5878,5
845,0,5432,7493,3
846,0,6755,3263,0
847,0,8150,4494,5
848,0,6328,2667,3
849,0,1528,87,0
850,0,3806,6584,0
851,0,5126,852,1
852,0,9094,4431,3
853,0,1583,4127,3
854,0,8383,5261,5
855,0,1806,8580,4
856,0,8562,6252,1
857,0,9527,4565,5
858,0,8082,1796,5
859,0,2599,533,3
860,0,6361,5950,2
861,0,9668,3563,1
862,0,6261,115,1
863,0,6531,7438,5
864,0,6437,3670,5
865,0,9026,3303,4
866,0,5279,933,4
867,0,4561,3347,3
868,0,8289,8696,0
869,0,6844,4729,0
870,0,6369,5158,1
871,0,7209,2135,0
872,0,8115,885,3
873,0,2205,5863,1
874,0,4553,3903,1
875,0,5484,6155,4
876,0,8375,1305,0
877,0,6319,5670,3
878,0,5849,9597,1
879,0,5469,5549,4
880,0,745,7783,0
881,0,4104,4428,2
882,0,5658,8796,1
883,0,2296,9417,1
884,0,1991,7358,2
885,0,4244,3575,0
886,0,8719,9804,0
887,0,8969,6854,0
888,0,9672,9394,5
889,0,485,9248,5
890,0,1298,1470,4
891,0,3426,8243,3
892,0,8311,2607,4
893,0,1813,1049,5
894,0,3825,1916,3
895,0,1579,4468,4
896,0,8617,6300,3
897,0,7252,9084,1
898,0,5669,6234,0
899,0,8905,5798,3
900,0,8359,9410,2
901,0,4859,4084,2
902,0,6580,2236,0
903,0,1783,7317,0
904,0,7504,8081,1
905,0,9000,4278,5
906,0,4413,8184,4
907,0,4739,7371,1
908,0,9511,3805,0
909,0,5761,3746,2
910,0,8020,420,0
911,0,9130,3839,2
912,0,3738,5409,1
913,0,3372,3425,4
914,0,8281,5128,4
915,0,294,9891,5
916,0,8888,961,4
917,0,498,7877,3
918,0,3337,8025,5
919,0,2495,4253,3
920,0,855,9019,3
921,0,8276,7702,4
922,0,4688,5793,1
923,0,5432,7670,2
924,0,7236,967,4
925,0,9846,1960,4
926,0,5952,8436,4
927,0,5599,9216,0
928,0,1916,7494,0
929,0,6802,8160,2
930,0,995,1633,1
931,0,6054,2760,2
932,0,5923,3221,1
933,0,3845,3386,2
934,0,2026,413,1
935,0,4340,970,3
936,0,9420,767,1
937,0,1919,1269,4
938,0,5619,3707,4
939,0,8621,9738,4
940,0,7155,4963,4
941,0,5777,4977,0
942,0,7384,3513,4
943,0,5597,5845,0
944,0,330,7857,4
945,0,4916,5889,1
946,0,7918,2531,1
947,0,3801,3309,0
948,0,780,4858,3
949,0,7204,9558,2
950,0,6207,1552,5
951,0,3334,2172,5
952,0,3602,6605,0
953,0,5144,6501,2
954,0,6805,1718,2
955,0,1081,666,5
956,0,7764,6021,0
957,0,2959,8360,1
958,0,3945,2501,2
959,0,6985,605,3
960,0,9079,7412,5
961,0,5234,3983,1
962,0,460,296,3
963,0,8203,5242,1
964,0,9229,6825,2
965,0,9331,6739,0
966,0,2136,3423,0
967,0,3213,4238,1
968,0,8875,1626,0
969,0,6402,5230,5
970,0,3085,9142,2
971,0,2018,532,2
972,0,3620,1903,5
973,0,9071,2314,4
974,0,3141,6469,4
975,0,7840,4233,3
976,0,1626,5453,2
977,0,9192,8299,4
978,0,2203,6740,3
979,0,1936,5597,5
980,0,9578,7216,1
981,0,5000,552,4
982,0,4599,433,4
983,0,7949,7038,2
984,0,3451,8486,2
985,0,1074,3489,4
986,0,668,4159,3
987,0,9264,4852,3
988,0,5855,1517,2
989,0,8427,9256,1
990,0,1445,5250,1
991,0,2367,6265,2
992,0,5858,9178,1
993,0,624,330,2
994,0,29,3762,2
995,0,635,6935,5
996,0,5841,637,1
997,0,2981,7836,1
998,0,9745,1187,1
999,0,3455,228,0
1000,0,5484,1093,0
1001,0,8413,3989,4
1002,0,9475,2042,4
1003,0,1656,2732,3
1004,0,1462,5044,5
1005,0,122,1342,0
1006,0,7379,6679,1
1007,0,3849,8860,0
1008,0,6385,1671,1
1009,0,9253,1266,4
1010,0,4884,3993,5
1011,0,9847,2258,3
1012,0,9681,434,5
1013,0,4566,3917,4
1014,0,5438,7134,0
1015,0,1014,4146,4
1016,0,2419,105,0
1017,0,355,4365,2
1018,0,5375,8936,1
1019,0,5720,7604,4
1020,0,5855,8421,1
1021,0,2797,3308,3
1022,0,4821,4367,4
1023,0,1800,3564,2
1024,0,9100,9117,4
1025,0,6384,8231,4
1026,0,9008,7195,2
1027,0,5814,630,4
1028,0,7100,2764,4
1029,0,958,7789,2
1030,0,1493,9218,3
1031,0,6740,6041,3
1032,0,4409,9932,1
1033,0,1173,3405,1
1034,0,9989,7021,5
1035,0,181,1473,2
1036,0,662,6782,1
1037,0,6707,8428,0
1038,0,1110,5337,2
1039,0,1644,9934,3
1040,0,480,2931,1
1041,0,7388,4130,5
1042,0,4108,3994,1
1043,0,8534,8660,3
1044,0,9402,6124,3
1045,0,4528,9667,3
1046,0,9005,918,5
1047,0,310,625,5
1048,0,8210,3599,5
1049,0,6266,4297,1
1050,0,5226,7685,3
1051,0,5531,4879,5
1052,0,2990,3848,2
1053,0,2776,7001,5
1054,0,395,9349,5
1055,0,5760,5043,0
1056,0,4534,1012,1
1057,0,1121,8233,0
1058,0,8836,643,3
1059,0,297,9694,1
1060,0,8818,3701,0
1061,0,4141,9047,1
1062,0,7939,6918,0
1063,0,9098,5616,1
1064,0,2538,3427,4
1065,0,7313,9223,5
1066,0,1043,1805,0
1067,0,6644,6147,0
1068,0,5299,342,2
1069,0,3456,520,5
1070,0,6856,5727,4
1071,0,9212,3616,5
1072,0,78,4782,5
1073,0,2891,3381,0
1074,0,5717,9445,5
1075,0,2870,1590,2
1076,0,6680,8593,4
1077,0,8292,643,2
1078,0,8540,6550,5
1079,0,1787,1143,1
1080,0,5753,7529,3
1081,0,3771,5510,1
1082,0,2185,809,0
1083,0,7651,6807,4
1084,0,9873,6695,0
1085,0,437,6865,5
1086,0,6885,7132,5
1087,0,4359,7653,2
1088,0,473,7304,5
1089,0,2299,9811,2
1090,0,687,5611,5
1091,0,3345,2755,1
1092,0,4405,5482,0
1093,0,9803,3226,4
1094,0,5436,6282,5
1095,0,7735,1034,1
1096,0,648,8142,4
1097,0,2840,1434,2
1098,0,388,3874,0
1099,0,2849,9075,5
1100,0,3132,680,1
1101,0,9811,9949,4
1102,0,4970,332,2
1103,0,5656,7913,3
1104,0,4357,1870,2
1105,0,288,1075,0
1106,0,7821,3741,1
1107,0,4768,7419,1
1108,0,3007,9150,4
1109,0,4572,8792,2
1110,0,1705,1613,5
1111,0,2172,8202,5
1112,0,4048,49,4
1113,0,932,721,1
1114,0,9711,3607,1
1115,0,5428,5488,0
1116,0,3334,7412,3
1117,0,746,6636,5
1118,0,223,6847,5
1119,0,6607,2603,5
1120,0,7521,5661,2
1121,0,3956,6315,1
1122,0,2930,7144,3
1123,0,8489,2952,2
1124,0,2193,9384,2
1125,0,5980,5526,0
1126,0,3053,233,3
1127,0,9190,3786,0
1128,0,3180,1468,2
1129,0,7807,4800,5
1130,0,3543,3511,2
1131,0,7173,7077,2
1132,0,8283,3378,0
1133,0,1810,7114,3
1134,0,95,1229,3
1135,0,151,4701,5
1136,0,7469,329,4
1137,0,1068,7021,2
1138,0,1121,5213,3
1139,0,1181,2731,0
1140,0,4872,5460,4
1141,0,9919,5280,2
1142,0,7452,5823,2
1143,0,8175,4879,3
1144,0,9758,7614,2
1145,0,3980,5807,3
1146,0,3295,6284,4
1147,0,5280,740,3
1148,0,370,1781,5
1149,0,9205,2341,5
1150,0,2490,5691,2
1151,0,8983,6578,3
1152,0,355,2552,1
1153,0,3332,6031,0
1154,0,2811,2685,4
1155,0,8248,2764,0
1156,0,7224,1911,3
1157,0,9770,9768,2
1158,0,8811,6985,3
1159,0,5641,6187,3
1160,0,608,5909,2
1161,0,4609,159,4
1162,0,7430,1412,1
1163,0,5538,9211,3
1164,0,2854,9097,5
1165,0,1086,9106,3
1166,0,9611,5478,1
1167,0,2316,2139,3
1168,0,184,7947,5
1169,0,2170,8777,5
